CustomerID,Cluster
268,2
269,2
270,2
271,1
272,2
273,2
274,0
275,2
276,1
277,2
278,1
279,1
280,2
281,2
282,2
283,2
284,2
285,2
286,1
287,1
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,1
296,2
297,2
298,1
299,2
300,2
301,1
302,2
303,0
304,0
305,1
306,1
307,1
308,1
309,0
310,0
311,2
312,2
313,0
314,2
315,2
316,1
317,1
318,0
319,1
320,2
321,2
322,2
323,1
324,0
325,1
326,0
327,2
328,0
329,2
330,1
331,0
332,2
333,1
334,0
335,1
336,2
337,2
338,1
339,0
340,1
341,1
342,1
343,0
344,1
345,0
346,1
347,2
348,1
349,0
350,1
351,1
352,1
353,2
354,0
355,0
356,0
357,1
358,0
359,2
360,0
361,1
362,1
363,0
364,0
365,2
366,1
367,1
368,1
369,1
370,2
371,2
372,1
373,0
374,0
375,1
376,0
377,0
378,2
379,1
380,1
381,0
382,1
383,2
384,0
385,1
386,1
387,0
388,2
389,2
390,2
391,0
392,2
393,0
394,1
395,1
396,1
397,1
398,0
399,1
400,0
401,2
402,2
403,0
404,0
405,1
406,1
407,2
408,2
409,0
410,0
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,0
419,1
420,1
421,1
422,0
423,2
424,0
425,0
426,1
427,2
428,0
429,1
430,0
431,0
432,1
433,2
434,2
435,1
436,0
437,2
438,1
439,0
440,0
441,2
442,0
443,1
444,2
445,2
446,2
447,1
448,2
449,0
450,0
451,2
452,1
453,1
454,0
455,2
456,0
457,0
458,0
459,1
460,2
461,0
462,1
463,1
464,2
465,2
466,1
467,0
468,1
469,1
470,0
471,1
472,1
473,1
474,0
475,2
476,2
477,2
478,1
479,0
480,0
481,0
482,0
483,1
484,2
485,1
486,2
487,2
488,1
489,1
490,2
491,1
492,0
493,1
494,2
495,0
496,1
497,1
498,2
499,1
500,2
501,0
502,1
503,2
504,0
505,0
506,0
507,2
508,2
509,1
510,0
511,2
512,0
513,2
514,1
515,1
516,0
517,1
518,1
519,2
520,1
521,0
522,2
523,2
524,1
525,0
526,1
527,0
528,1
529,0
530,0
531,2
532,1
533,0
534,1
535,1
536,2
537,1
538,0
539,1
540,1
541,0
542,2
543,1
544,0
545,2
546,1
547,1
548,0
549,1
550,0
551,2
552,1
553,0
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,1
562,0
563,0
564,2
565,0
566,1
567,0
568,1
569,0
570,1
571,1
572,2
573,1
574,2
575,1
576,0
577,0
578,0
579,0
580,1
581,1
582,0
583,0
584,1
585,0
586,2
587,0
588,2
589,2
590,0
591,0
592,1
593,1
594,2
595,1
596,2
597,2
598,1
599,2
600,2
601,2
602,1
603,1
604,1
605,1
606,0
607,0
608,1
609,0
610,2
611,1
612,2
613,1
614,2
615,0
616,1
617,0
618,0
619,2
620,2
621,1
622,1
623,2
624,1
625,1
626,1
627,1
628,2
629,0
630,0
631,1
632,0
633,0
634,1
635,0
636,2
637,2
638,0
639,1
640,1
641,1
642,1
643,0
644,1
645,1
646,1
647,1
648,1
649,0
650,0
651,0
652,1
653,0
654,0
655,0
656,0
657,0
658,1
659,0
660,2
661,2
662,0
663,0
664,1
665,2
666,2
667,1
668,1
669,0
670,0
671,2
672,1
673,2
674,0
675,1
676,2
677,2
678,2
679,1
680,1
681,0
682,1
683,2
684,0
685,1
686,1
687,2
688,1
689,0
690,0
691,0
692,1
693,1
694,1
695,1
696,2
697,1
698,0
699,0
700,1
701,0
702,2
703,2
704,0
705,2
706,0
707,1
708,1
709,2
710,0
711,1
712,2
713,1
714,1
715,1
716,0
717,2
718,0
719,2
720,0
721,2
722,2
723,2
724,1
725,2
726,2
727,2
728,1
729,1
730,0
731,0
732,0
733,0
734,0
735,2
736,1
737,0
738,1
739,2
740,1
741,1
742,1
743,2
744,0
745,0
746,1
747,0
748,1
749,2
750,1
751,0
752,1
753,0
754,2
755,2
756,1
757,2
758,1
759,0
760,2
761,2
762,0
763,1
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,2
772,1
773,1
774,1
775,1
776,2
777,2
778,1
779,2
780,1
781,0
782,2
783,1
784,1
785,0
786,2
787,1
788,1
789,2
790,2
791,1
792,0
793,1
794,1
795,0
796,1
797,1
798,2
799,1
800,0
801,1
802,1
803,1
804,0
805,1
806,0
807,1
808,2
809,1
810,1
811,1
812,0
813,0
814,2
815,1
816,1
817,1
818,1
819,2
820,0
821,1
822,0
823,0
824,0
825,1
826,1
827,2
828,0
829,2
830,2
831,0
832,0
833,0
834,0
835,0
836,1
837,1
838,1
839,2
840,1
841,1
842,1
843,0
844,1
845,0
846,2
847,0
848,1
849,1
850,1
851,1
852,1
853,0
854,0
855,0
856,1
857,1
858,0
859,1
860,1
861,1
862,1
863,0
864,0
865,1
866,1
867,2
868,1
869,2
870,2
871,1
872,1
873,0
874,0
875,0
876,1
877,1
878,2
879,2
880,0
881,2
882,1
883,2
884,0
885,1
886,2
887,1
888,1
889,2
890,1
891,1
892,1
893,1
894,1
895,0
896,1
897,1
898,2
899,1
900,0
901,2
902,0
903,1
904,0
905,0
906,1
907,0
908,0
909,0
910,0
911,2
912,0
913,0
914,0
915,1
916,1
917,2
918,0
919,1
920,1
921,0
922,0
923,0
924,2
925,2
926,0
927,1
928,2
929,1
930,2
931,1
932,0
933,0
934,1
935,0
936,1
937,2
938,1
939,0
940,1
941,2
942,0
943,0
944,2
945,0
946,2
947,0
948,0
949,1
950,1
951,1
952,2
953,0
954,2
955,0
956,2
957,2
958,0
959,1
960,1
961,0
962,1
963,1
964,1
965,1
966,1
967,2
968,0
969,0
970,1
971,0
972,1
973,1
974,2
975,1
976,1
977,1
978,0
979,1
980,1
981,0
982,2
983,0
984,2
985,0
986,2
987,2
988,0
989,0
990,0
991,1
992,0
993,2
994,2
995,1
996,2
997,0
998,0
999,2
1000,1
1001,1
1002,1
1003,0
1004,2
1005,1
1006,0
1007,1
1008,1
1009,0
1010,2
1011,0
1012,1
1013,1
1014,1
1015,1
1016,2
1017,1
1018,1
1019,2
1020,1
1021,0
1022,0
1023,2
1024,1
1025,0
1026,2
1027,1
1028,1
1029,1
1030,2
1031,0
1032,1
1033,2
1034,1
1035,1
1036,0
1037,0
1038,0
1039,2
1040,0
1041,0
1042,0
1043,0
1044,1
1045,1
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,0
1053,2
1054,1
1055,0
1056,0
1057,2
1058,1
1059,0
1060,0
1061,2
1062,1
1063,1
1064,1
1065,0
1066,1
1067,2
1068,2
1069,1
1070,0
1071,1
1072,0
1073,1
1074,0
1075,1
1076,1
1077,2
1078,1
1079,0
1080,1
1081,1
1082,1
1083,1
1084,2
1085,2
1086,1
1087,1
1088,2
1089,0
1090,1
1091,0
1092,2
1093,1
1094,2
1095,0
1096,1
1097,0
1098,1
1099,1
1100,1
1101,0
1102,2
1103,1
1104,1
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,1
1112,2
1113,1
1114,1
1115,1
1116,0
1117,2
1118,1
1119,0
1120,1
1121,1
1122,1
1123,2
1124,1
1125,2
1126,0
1127,2
1128,0
1129,1
1130,2
1131,0
1132,0
1133,1
1134,1
1135,1
1136,2
1137,1
1138,0
1139,1
1140,0
1141,1
1142,0
1143,1
1144,1
1145,2
1146,2
1147,2
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,2
1156,1
1157,2
1158,2
1159,0
1160,1
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,1
1168,0
1169,1
1170,2
1171,0
1172,1
1173,1
1174,2
1175,2
1176,2
1177,2
1178,1
1179,0
1180,1
1181,0
1182,1
1183,1
1184,2
1185,0
1186,2
1187,1
1188,2
1189,1
1190,0
1191,1
1192,1
1193,1
1194,0
1195,0
1196,1
1197,2
1198,1
1199,1
1200,1
1201,2
1202,1
1203,0
1204,0
1205,1
1206,2
1207,0
1208,0
1209,0
1210,1
1211,1
1212,1
1213,2
1214,1
1215,2
1216,1
1217,1
1218,1
1219,0
1220,1
1221,1
1222,1
1223,2
1224,1
1225,1
1226,0
1227,1
1228,0
1229,0
1230,1
1231,1
1232,2
1233,0
1234,0
1235,0
1236,1
1237,0
1238,1
1239,2
1240,0
1241,1
1242,0
1243,1
1244,2
1245,2
1246,2
1247,0
1248,1
1249,0
1250,1
1251,1
1252,0
1253,0
1254,1
1255,0
1256,2
1257,0
1258,1
1259,0
1260,2
1261,0
1262,0
1263,1
1264,1
1265,1
1266,2
1267,2
1268,2
1269,2
1270,1
1271,2
1272,2
1273,0
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,1
1281,2
1282,2
1283,0
1284,2
1285,1
1286,1
1287,2
1288,1
1289,1
1290,1
1291,1
1292,1
1293,2
1294,0
1295,0
1296,1
1297,0
1298,1
1299,2
1300,1
1301,1
1302,1
1303,2
1304,0
1305,1
1306,0
1307,1
1308,2
1309,0
1310,1
1311,1
1312,0
1313,0
1314,2
1315,1
1316,1
1317,2
1318,0
1319,1
1320,0
1321,1
1322,0
1323,1
1324,2
1325,1
1326,2
1327,2
1328,2
1329,0
1330,1
1331,1
1332,0
1333,1
1334,1
1335,2
1336,1
1337,2
1338,2
1339,2
1340,0
1341,0
1342,2
1343,0
1344,1
1345,1
1346,2
1347,0
1348,1
1349,1
1350,0
1351,1
1352,1
1353,1
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,2
1361,2
1362,2
1363,2
1364,0
1365,2
1366,1
1367,1
1368,0
1369,0
1370,1
1371,2
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,0
1379,1
1380,1
1381,0
1382,1
1383,1
1384,2
1385,2
1386,2
1387,1
1388,2
1389,0
1390,1
1391,1
1392,2
1393,0
1394,0
1395,0
1396,2
1397,0
1398,1
1399,2
1400,0
1401,2
1402,1
1403,1
1404,1
1405,1
1406,0
1407,1
1408,0
1409,1
1410,2
1411,0
1412,2
1413,0
1414,0
1415,1
1416,2
1417,0
1418,0
1419,1
1420,2
1421,1
1422,0
1423,1
1424,0
1425,0
1426,0
1427,2
1428,2
1429,1
1430,0
1431,1
1432,1
1433,0
1434,2
1435,2
1436,2
1437,2
1438,0
1439,0
1440,0
1441,2
1442,2
1443,1
1444,0
1445,2
1446,0
1447,1
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,1
1455,0
1456,1
1457,2
1458,0
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,2
1468,2
1469,2
1470,1
1471,0
1472,0
1473,1
1474,1
1475,1
1476,1
1477,2
1478,1
1479,2
1480,1
1481,1
1482,0
1483,0
1484,0
1485,1
1486,0
1487,1
1488,2
1489,1
1490,1
1491,1
1492,2
1493,2
1494,2
1495,0
1496,1
1497,1
1498,0
1499,0
1500,1
1501,2
1502,0
1503,1
1504,1
1505,1
1506,1
1507,0
1508,1
1509,0
1510,1
1511,0
1512,2
1513,2
1514,1
1515,0
1516,0
1517,1
1518,0
1519,2
1520,1
1521,0
1522,0
1523,0
1524,0
1525,1
1526,1
1527,0
1528,1
1529,0
1530,0
1531,2
1532,1
1533,2
1534,0
1535,2
1536,1
1537,2
1538,1
1539,1
1540,1
1541,0
1542,0
1543,1
1544,0
1545,0
1546,1
1547,0
1548,1
1549,1
1550,1
1551,2
1552,0
1553,2
1554,0
1555,0
1556,1
1557,2
1558,0
1559,1
1560,1
1561,1
1562,1
1563,2
1564,0
1565,0
1566,0
1567,1
1568,0
1569,2
1570,2
1571,1
1572,2
1573,1
1574,1
1575,1
1576,2
1577,0
1578,1
1579,1
1580,1
1581,0
1582,0
1583,2
1584,0
1585,2
1586,1
1587,0
1588,0
1589,0
1590,1
1591,2
1592,1
1593,0
1594,1
1595,2
1596,1
1597,1
1598,2
1599,1
1600,0
1601,2
1602,1
1603,0
1604,0
1605,0
1606,0
1607,2
1608,1
1609,0
1610,1
1611,1
1612,1
1613,0
1614,2
1615,2
1616,1
1617,2
1618,2
1619,1
1620,0
1621,2
1622,1
1623,0
1624,1
1625,0
1626,1
1627,2
1628,1
1629,2
1630,1
1631,0
1632,2
1633,1
1634,0
1635,1
1636,2
1637,0
1638,1
1639,1
1640,0
1641,1
1642,0
1643,1
1644,1
1645,2
1646,1
1647,0
1648,2
1649,2
1650,0
1651,1
1652,0
1653,2
1654,1
1655,0
1656,1
1657,2
1658,2
1659,1
1660,0
1661,0
1662,0
1663,1
1664,2
1665,1
1666,2
1667,1
1668,0
1669,1
1670,1
1671,1
1672,0
1673,2
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,2
1682,0
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,2
1690,2
1691,0
1692,0
1693,1
1694,2
1695,0
1696,0
1697,1
1698,1
1699,0
1700,0
1701,2
1702,1
1703,1
1704,2
1705,2
1706,2
1707,1
1708,1
1709,1
1710,1
1711,1
1712,2
1713,2
1714,1
1715,0
1716,0
1717,1
1718,1
1719,1
1720,2
1721,0
1722,1
1723,0
1724,2
1725,2
1726,0
1727,2
1728,0
1729,2
1730,0
1731,1
1732,0
1733,0
1734,1
1735,1
1736,1
1737,1
1738,1
1739,0
1740,0
1741,0
1742,1
1743,2
1744,0
1745,1
1746,1
1747,2
1748,1
1749,0
1750,0
1751,1
1752,2
1753,0
1754,0
1755,0
1756,1
1757,1
1758,0
1759,1
1760,1
1761,1
1762,0
1763,2
1764,0
1765,1
1766,1
1767,0
1768,2
1769,1
1770,1
1771,1
1772,1
1773,0
1774,0
1775,0
1776,1
1777,1
1778,0
1779,2
1780,0
1781,1
1782,1
1783,0
1784,1
1785,0
1786,1
1787,0
1788,0
1789,2
1790,2
1791,0
1792,1
1793,0
1794,2
1795,0
1796,2
1797,1
1798,0
1799,1
1800,1
1801,1
1802,0
1803,1
1804,2
1805,1
1806,0
1807,1
1808,0
1809,1
1810,0
1811,1
1812,0
1813,1
1814,2
1815,1
1816,0
1817,0
1818,2
1819,0
1820,0
1821,2
1822,1
1823,1
1824,2
1825,0
1826,0
1827,1
1828,1
1829,0
1830,0
1831,0
1832,1
1833,2
1834,2
1835,1
1836,0
1837,1
1838,1
1839,1
1840,1
1841,2
1842,0
1843,1
1844,2
1845,0
1846,0
1847,2
1848,0
1849,1
1850,1
1851,0
1852,0
1853,0
1854,1
1855,1
1856,2
1857,1
1858,2
1859,1
1860,1
1861,2
1862,0
1863,0
1864,2
1865,0
1866,2
1867,0
1868,1
1869,0
1870,0
1871,1
1872,1
1873,2
1874,0
1875,0
1876,2
1877,1
1878,0
1879,1
1880,0
1881,1
1882,1
1883,2
1884,0
1885,1
1886,1
1887,1
1888,1
1889,1
1890,0
1891,0
1892,1
1893,0
1894,1
1895,2
1896,1
1897,2
1898,2
1899,0
1900,2
1901,2
1902,0
1903,1
1904,1
1905,1
1906,0
1907,2
1908,0
1909,0
1910,1
1911,0
1912,2
1913,1
1914,2
1915,2
1916,0
1917,1
1918,2
1919,0
1920,0
1921,0
1922,1
1923,1
1924,2
1925,1
1926,0
1927,2
1928,1
1929,1
1930,2
1931,1
1932,1
1933,2
1934,1
1935,1
1936,0
1937,2
1938,0
1939,1
1940,1
1941,2
1942,1
1943,2
1944,0
1945,0
1946,0
1947,1
1948,0
1949,1
1950,2
1951,2
1952,2
1953,0
1954,0
1955,0
1956,0
1957,1
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,0
1966,2
1967,1
1968,1
1969,1
1970,2
1971,1
1972,0
1973,1
1974,0
1975,0
1976,0
1977,1
1978,1
1979,1
1980,0
1981,2
1982,1
1983,0
1984,2
1985,0
1986,2
1987,2
1988,2
1989,1
1990,2
1991,0
1992,1
1993,1
1994,0
1995,2
1996,1
1997,1
1998,1
1999,1
2000,1
